Date,Precipitation,Max Temperature,Min Temperature,Humidity
2019-04-29,0.0,31.3,16.0,85.45
2019-04-30,54.5,30.4,17.8,84.7
2019-05-01,7.7,32.6,18.0,76.2
2019-05-02,7.7,32.7,18.5,51.15
2019-05-03,0.0,28.6,19.8,66.5
2019-05-04,0.0,30.0,18.7,63.95
2019-05-05,11.3,31.4,17.4,79.25
2019-05-06,11.7,31.2,17.4,58.85
2019-05-07,0.0,32.4,19.3,57.5
2019-05-08,0.0,31.8,20.6,57.0
2019-05-09,0.0,32.5,21.7,64.75
2019-05-10,0.0,32.5,21.7,65.3
2019-05-11,0.0,32.0,20.0,75.3
2019-05-12,0.0,32.7,18.8,79.45
2019-05-13,10.0,29.5,16.8,84.05
2019-05-14,8.4,29.8,15.7,82.15
2019-05-15,14.6,29.4,15.7,75.55
2019-05-16,20.1,29.0,18.8,84.7
2019-05-17,23.4,30.5,17.0,82.5
2019-05-18,0.0,32.3,18.3,71.8
2019-05-19,0.0,32.1,17.2,54.7
2019-05-20,0.0,31.7,19.4,73.75
2019-05-21,11.2,31.4,17.0,86.6
2019-05-22,63.6,30.5,17.4,91.35
2019-05-23,39.0,29.7,16.9,83.25
2019-05-24,1.8,30.5,18.3,87.7
2019-05-25,9.4,31.1,18.0,89.35
2019-05-26,37.2,30.5,17.8,90.3
2019-05-27,0.6,31.7,14.6,86.9
2019-05-28,58.5,31.5,17.0,75.8
2019-05-29,0.3,31.0,19.0,90.35
2019-05-30,13.5,30.5,19.0,79.35
2019-05-31,0.0,31.1,19.5,68.5
2019-06-01,35.0,31.7,20.7,75.4
2019-06-02,9.0,29.5,20.5,75.2
2019-06-03,44.1,30.3,18.8,77.95
2019-06-04,0.0,31.3,22.4,73.9
2019-06-05,5.3,30.6,21.5,81.1
2019-06-06,1.5,24.3,22.7,91.75
2019-06-07,16.5,31.9,20.1,65.95
2019-06-08,0.0,32.6,21.7,79.55
2019-06-09,38.4,31.5,20.7,87.45
2019-06-10,11.5,32.0,20.1,76.15
2019-06-11,29.0,31.5,20.8,71.95
2019-06-12,0.2,32.2,22.8,65.5
2019-06-13,1.4,33.3,23.5,66.35
2019-06-14,0.0,34.0,21.0,86.55
2019-06-15,83.2,32.6,21.4,81.75
2019-06-16,2.3,33.5,21.3,87.3
2019-06-17,89.2,31.7,20.5,87.35
2019-06-18,17.8,31.4,20.3,80.35
2019-06-19,0.5,31.0,19.3,72.05
2019-06-20,0.6,32.4,22.0,59.55
2019-06-21,0.0,33.6,24.0,65.8
2019-06-22,15.0,24.6,22.0,94.25
2019-06-23,48.5,31.3,20.3,83.3
2019-06-24,10.0,33.1,23.6,68.4
2019-06-25,0.0,33.5,24.7,86.0
2019-06-26,32.8,32.1,21.1,87.25
2019-06-27,15.0,31.5,22.2,90.7
2019-06-28,64.8,32.5,22.5,81.25
2019-06-29,19.8,31.8,22.5,78.7
2019-06-30,16.9,31.0,22.3,80.0
2019-07-01,0.5,33.5,23.5,70.35
2019-07-02,18.0,33.1,22.2,71.85
2019-07-03,40.5,33.0,22.4,74.7
2019-07-04,0.0,33.1,25.0,76.45
2019-07-05,34.2,32.2,22.9,76.25
2019-07-06,70.1,32.7,22.9,79.15
2019-07-07,0.0,32.6,23.0,78.4
2019-07-08,9.2,31.0,23.0,79.15
2019-07-09,4.8,28.5,23.6,90.45
2019-07-10,13.1,29.0,23.0,80.0
2019-07-11,2.4,31.8,23.5,84.1
2019-07-12,0.5,31.0,22.2,92.35
2019-07-13,5.1,29.0,21.9,86.95
2019-07-14,36.6,28.6,21.9,86.6
2019-07-15,25.8,27.1,22.2,84.85
2019-07-16,87.5,29.7,21.5,81.1
2019-07-17,0.0,31.0,22.0,76.55
2019-07-18,28.3,32.5,22.7,76.65
2019-07-19,60.0,31.7,21.9,77.55
2019-07-20,5.3,32.2,23.5,82.15
2019-07-21,12.8,32.0,22.8,83.0
2019-07-22,2.0,31.3,23.7,75.95
2019-07-23,17.9,30.0,23.1,83.75
2019-07-24,17.1,27.8,23.8,86.0
2019-07-25,3.4,30.0,23.0,88.5
2019-07-26,20.5,32.0,22.5,80.3
2019-07-27,18.6,31.5,22.8,81.75
2019-07-28,0.0,32.4,23.5,75.25
2019-07-29,0.0,32.8,24.2,71.65
2019-07-30,1.8,30.9,23.5,79.55
2019-07-31,9.0,33.3,22.5,72.9
2019-08-01,12.3,32.0,22.4,82.35
2019-08-02,0.3,32.0,24.4,75.65
2019-08-03,3.4,32.5,22.5,79.5
2019-08-04,2.5,31.5,24.0,83.55
2019-08-05,53.8,30.5,22.5,82.55
2019-08-06,4.6,34.2,22.8,72.55
2019-08-07,0.0,32.0,24.0,78.4
2019-08-08,2.6,33.4,24.5,87.2
2019-08-09,14.6,31.9,23.2,79.65
2019-08-10,0.0,32.4,24.0,71.05
2019-08-11,35.0,32.8,22.2,72.95
2019-08-12,0.0,35.0,24.5,69.15
2019-08-13,5.5,35.0,23.6,74.8
2019-08-14,0.1,33.0,24.5,73.0
2019-08-15,13.6,29.8,23.1,87.55
2019-08-16,6.8,32.8,23.4,78.6
2019-08-17,0.0,32.5,23.5,76.7
2019-08-18,0.0,32.8,24.5,80.05
2019-08-19,6.9,30.8,22.7,82.95
2019-08-20,6.2,32.0,23.0,76.45
2019-08-21,3.4,33.2,23.3,74.3
2019-08-22,34.6,31.8,21.3,72.25
2019-08-23,0.0,32.7,23.8,75.55
2019-08-24,53.9,31.6,22.3,79.8
2019-08-25,13.4,29.4,22.3,85.4
2019-08-26,0.1,33.5,23.2,69.5
2019-08-27,1.8,33.0,23.1,67.75
2019-08-28,0.0,33.7,24.2,69.4
2019-08-29,42.5,29.5,22.5,87.2
2019-08-30,0.0,33.0,24.0,61.85
2019-08-31,0.0,31.8,24.5,90.4
2019-09-01,25.6,28.4,22.7,85.7
2019-09-02,2.9,33.3,23.1,82.55
2019-09-03,29.4,32.0,22.7,89.0
2019-09-04,107.5,31.0,22.0,88.85
2019-09-05,1.0,30.9,23.2,86.85
2019-09-06,3.7,31.4,22.5,87.6
2019-09-07,66.5,31.4,22.0,83.55
2019-09-08,0.0,33.0,23.7,81.6
2019-09-09,0.0,33.0,23.8,82.1
2019-09-10,5.0,32.9,23.4,86.25
2019-09-11,58.7,31.0,21.5,85.3
2019-09-12,8.1,32.5,22.7,83.4
2019-09-13,5.8,28.5,23.0,85.75
2019-09-14,6.8,27.7,22.5,90.15
2019-09-15,1.4,28.0,22.4,91.5
2019-09-16,71.0,30.9,21.4,89.85
2019-09-17,76.0,26.1,21.5,91.05
2019-09-18,3.7,23.9,20.2,93.2
2019-09-19,23.5,25.4,19.4,92.05
2019-09-20,0.2,30.3,18.7,80.35
2019-09-21,0.0,31.0,20.7,83.6
2019-09-22,45.1,28.4,20.3,86.2
2019-09-23,0.3,30.5,21.3,93.3
2019-09-24,7.8,28.5,21.5,86.6
2019-09-25,35.1,30.0,21.0,84.05
2019-09-26,18.1,29.5,20.8,88.15
2019-09-27,1.3,27.8,20.7,91.2
2019-09-28,2.9,24.2,21.2,90.3
2019-09-29,4.7,27.4,20.1,88.1
2019-09-30,0.0,29.4,20.4,83.4
2019-10-01,1.4,29.6,20.3,79.05
2019-10-02,37.7,25.7,20.2,85.4
2019-10-03,0.0,30.2,19.8,80.5
2019-10-04,0.1,29.4,19.7,81.9
2019-10-05,67.0,30.5,20.7,86.0
2019-10-06,18.0,30.5,20.4,81.75
2019-10-07,0.0,30.1,20.4,87.35
2019-10-08,25.3,30.0,19.0,85.75
2019-10-09,5.1,27.4,17.0,80.75
2019-10-10,11.7,28.6,19.1,83.4
2019-10-11,33.8,29.0,18.3,81.3
2019-10-12,0.0,28.3,19.4,81.4
2019-10-13,0.0,28.6,17.8,79.1
2019-10-14,0.0,28.8,19.0,78.65
2019-10-15,0.0,28.7,19.4,77.7
2019-10-16,0.0,29.5,18.3,75.2
2019-10-17,0.0,29.0,17.1,80.3
2019-10-18,0.0,28.0,18.9,78.0
2019-10-19,0.0,28.5,18.2,76.25
2019-10-20,0.0,24.2,19.7,86.55
2019-10-21,0.0,26.4,17.5,81.4
2019-10-22,0.0,28.3,17.6,76.5
2019-10-23,0.0,25.2,17.7,82.9
2019-10-24,0.0,27.2,14.9,74.2
2019-10-25,0.0,25.7,14.3,77.1
2019-10-26,0.0,26.6,14.6,70.45
2019-10-27,0.0,26.5,15.4,73.95
2019-10-28,0.0,26.9,17.7,79.85
2019-10-29,0.0,27.4,18.0,77.35
2019-10-30,0.0,25.8,16.1,81.25
2019-10-31,0.0,27.3,14.7,75.35
2019-11-01,0.0,27.3,16.7,80.8
2019-11-02,0.0,28.0,15.6,80.4
2019-11-03,0.0,28.3,15.9,78.0
2019-11-04,0.0,27.5,15.1,87.45
2019-11-05,9.2,25.9,13.8,79.6
2019-11-06,0.0,26.3,14.1,80.4
2019-11-07,0.0,27.0,16.1,83.0
2019-11-08,0.0,27.7,15.8,78.25
2019-11-09,0.0,27.7,14.8,75.25
2019-11-10,0.0,27.2,15.0,81.7
2019-11-11,0.0,27.2,17.3,80.45
2019-11-12,0.0,26.8,16.0,83.0
2019-11-13,0.0,26.6,16.4,78.7
2019-11-14,0.0,26.8,16.2,78.95
2019-11-15,0.0,27.6,15.2,75.8
2019-11-16,0.0,25.8,15.3,83.9
2019-11-17,0.0,26.5,16.1,72.9
2019-11-18,0.0,25.9,18.0,78.05
2019-11-19,0.0,25.1,16.1,82.7
2019-11-20,0.0,24.5,16.0,86.75
2019-11-21,0.0,23.9,15.0,87.35
2019-11-22,0.0,23.8,14.5,83.15
2019-11-23,0.0,22.8,14.0,88.95
2019-11-24,0.0,22.5,13.5,85.4
2019-11-25,0.0,22.9,13.7,86.65
2019-11-26,0.0,24.5,14.0,78.35
2019-11-27,0.0,24.4,12.6,82.0
2019-11-28,0.0,24.5,13.2,86.1
2019-11-29,0.0,20.9,13.6,89.1
2019-11-30,0.0,23.8,9.2,76.2
2019-12-01,0.0,23.0,10.0,77.9
2019-12-02,0.0,21.8,11.6,82.15
2019-12-03,0.0,22.0,12.0,80.5
2019-12-04,0.0,22.3,10.6,81.7
2019-12-05,0.0,23.5,8.7,78.25
2019-12-06,0.0,22.7,7.5,74.6
2019-12-07,0.0,22.4,8.7,76.15
2019-12-08,0.0,21.7,8.0,81.65
2019-12-09,0.0,21.6,9.0,79.15
2019-12-10,0.0,21.2,9.5,81.75
2019-12-11,0.0,21.3,9.3,79.75
2019-12-12,0.0,18.8,11.4,84.6
2019-12-13,0.0,13.7,11.4,89.15
2019-12-14,39.6,19.7,9.6,87.05
2019-12-15,0.0,19.1,9.3,86.85
2019-12-16,0.0,19.2,7.4,86.9
2019-12-17,0.0,20.3,6.9,85.15
2019-12-18,0.0,12.2,8.5,90.5
2019-12-19,0.0,19.3,8.8,80.45
2019-12-20,0.0,19.0,6.6,84.9
2019-12-21,0.0,19.6,7.2,87.05
2019-12-22,0.0,20.1,7.4,82.6
2019-12-23,0.0,18.0,8.4,91.3
2019-12-24,0.0,18.0,9.4,80.8
2019-12-25,0.0,17.9,8.0,86.7
2019-12-26,0.0,14.3,6.0,92.85
2019-12-27,0.0,16.4,3.2,80.75
2019-12-28,0.0,18.9,3.6,76.7
2019-12-29,0.0,19.3,3.7,79.8
2019-12-30,0.0,20.2,4.7,74.95
2019-12-31,0.0,19.8,4.5,74.05
2020-01-01,0.0,20.5,5.4,74.2
2020-01-02,0.0,21.9,7.5,66.1
2020-01-03,0.01,11.3,9.7,87.75
2020-01-04,30.9,17.5,7.5,85.6
2020-01-05,1.9,17.0,6.8,80.25
2020-01-06,0.0,17.5,4.1,83.3
2020-01-07,0.0,16.7,7.5,85.75
2020-01-08,0.01,14.9,8.4,91.75
2020-01-09,3.5,13.5,7.3,92.2
2020-01-10,0.7,15.5,8.2,85.4
2020-01-11,0.0,16.5,7.8,88.8
2020-01-12,0.3,17.8,6.5,88.15
2020-01-13,0.0,20.6,6.4,81.9
2020-01-14,0.0,21.3,7.7,80.85
2020-01-15,0.0,22.2,8.1,78.85
2020-01-16,0.7,14.8,12.0,95.8
2020-01-17,22.5,13.3,11.3,97.5
2020-01-18,10.0,18.4,9.0,86.55
2020-01-19,0.01,18.4,5.5,75.1
2020-01-20,0.0,18.4,3.8,73.05
2020-01-21,0.0,18.0,6.4,83.8
2020-01-22,0.0,20.2,5.2,76.75
2020-01-23,0.0,19.7,6.3,81.15
2020-01-24,0.0,17.6,9.9,77.95
2020-01-25,0.0,18.5,7.2,77.85
2020-01-26,0.0,16.8,6.8,84.1
2020-01-27,0.01,20.1,9.2,76.15
2020-01-28,0.0,20.7,7.3,76.0
2020-01-29,0.0,22.1,9.3,76.1
2020-01-30,2.9,21.8,8.1,77.25
2020-01-31,0.4,20.6,6.7,72.2
2020-02-01,0.0,20.7,11.0,71.67
2020-02-02,0.0,19.7,6.6,68.474
2020-02-03,0.0,20.2,7.7,71.394
2020-02-04,0.0,20.7,7.2,69.272
2020-02-05,0.0,21.0,8.4,71.226
2020-02-06,0.0,20.4,7.8,70.894
2020-02-07,0.0,20.8,7.2,79.36
2020-02-08,0.0,19.2,7.8,71.45
2020-02-09,3.1,20.8,5.2,63.15
2020-02-10,0.0,21.5,6.5,59.84
2020-02-11,0.0,22.2,7.5,61.45
2020-02-12,0.0,22.7,8.6,65.95
2020-02-13,0.0,23.7,9.5,68.6
2020-02-14,0.0,23.5,10.5,67.65
2020-02-15,0.0,21.0,11.3,78.55
2020-02-16,0.0,24.0,13.0,72.45
2020-02-17,0.0,23.5,12.7,75.15
2020-02-18,0.0,24.1,11.7,76.6
2020-02-19,0.0,23.1,13.3,84.84666667
2020-02-20,0.0,23.5,13.6,73.6
2020-02-21,0.0,16.5,13.2,85.9
2020-02-22,1.8,22.0,8.1,75.55
2020-02-23,0.0,25.4,9.4,64.75
2020-02-24,0.0,25.4,9.6,66.42666667
2020-02-25,2.3,22.7,12.7,81.91666667
2020-02-26,14.1,16.4,11.5,84.334
2020-02-27,0.01,21.8,11.2,74.008
2020-02-28,0.0,23.5,10.3,69.314
2020-02-29,0.0,25.7,9.7,66.0
2020-03-01,0.0,23.2,11.4,76.068
2020-03-02,0.7,25.7,10.7,65.118
2020-03-03,0.0,25.5,10.7,72.052
2020-03-04,36.6,24.5,10.6,69.704
2020-03-05,0.8,24.7,10.6,63.544
2020-03-06,0.0,24.9,13.6,58.806
2020-03-07,25.8,22.4,11.6,71.914
2020-03-08,0.0,24.7,10.2,65.964
2020-03-09,0.0,25.8,11.6,67.368
2020-03-10,0.0,26.4,15.5,70.162
2020-03-11,0.0,27.1,13.4,68.448
2020-03-12,0.0,28.6,12.5,60.978
2020-03-13,0.0,22.8,14.2,69.756
2020-03-14,0.01,26.7,11.3,62.306
2020-03-15,2.1,26.2,11.6,54.118
2020-03-16,0.0,26.4,10.7,57.002
2020-03-17,0.0,27.3,12.0,60.956
2020-03-18,0.2,27.5,13.2,69.864
2020-03-19,10.9,26.5,12.8,73.798
2020-03-20,8.0,31.3,12.6,74.532
2020-03-21,2.6,25.0,10.0,71.276
2020-03-22,0.0,25.8,12.4,65.854
2020-03-23,0.01,25.7,12.2,67.242
2020-03-24,0.0,27.0,12.7,65.692
2020-03-25,0.0,27.7,16.4,75.476
2020-03-26,18.9,28.5,14.9,69.868
2020-03-27,0.0,29.4,16.6,71.746
2020-03-28,0.2,30.6,17.2,59.326
2020-03-29,0.0,30.2,15.5,60.76
2020-03-30,0.0,29.6,14.8,55.72
2020-03-31,0.0,29.8,15.9,61.258
2020-04-01,2.9,27.8,16.6,82.036
2020-04-02,39.4,28.4,16.5,65.288
2020-04-03,0.0,29.3,14.5,52.148
2020-04-04,0.0,29.4,14.5,61.488
2020-04-05,0.2,29.8,13.5,54.308
2020-04-06,0.0,30.0,15.6,55.248
2020-04-07,0.0,30.4,15.8,56.798
2020-04-08,0.0,29.1,16.7,57.16
2020-04-09,0.0,28.9,15.0,58.688
2020-04-10,0.01,30.5,14.7,51.346
2020-04-11,0.0,29.4,15.8,55.986
2020-04-12,0.0,30.2,15.4,58.43
2020-04-13,0.0,30.2,19.5,65.874
2020-04-14,42.3,28.7,16.7,76.32
2020-04-15,4.1,30.5,15.5,65.466
2020-04-16,11.7,29.0,16.0,72.674
2020-04-17,11.0,28.0,18.6,79.27
2020-04-18,24.6,28.0,16.9,81.268
2020-04-19,1.6,29.3,15.7,66.708
2020-04-20,1.8,29.8,14.8,63.28
2020-04-21,6.4,26.5,15.8,77.404
2020-04-22,2.8,26.7,14.0,69.566
2020-04-23,0.9,26.5,16.0,80.576
2020-04-24,11.9,27.7,14.6,72.554
2020-04-25,1.9,27.7,17.3,80.47
2020-04-26,13.6,26.5,16.6,70.282
2020-04-27,40.0,24.8,16.2,85.232
2020-04-28,4.3,28.5,16.5,73.544
2020-04-29,1.7,28.5,15.8,70.272
2020-04-30,9.0,27.8,18.2,78.262
2020-05-01,9.5,26.8,18.5,77.17
2020-05-02,0.0,29.9,18.4,71.398
2020-05-03,0.01,29.4,19.2,69.808
2020-05-04,73.2,25.4,17.6,84.704
2020-05-05,3.5,26.6,18.3,78.89
2020-05-06,0.5,28.9,15.2,69.932
2020-05-07,4.5,24.2,16.4,74.864
2020-05-08,2.0,28.4,15.0,63.142
2020-05-09,0.01,29.6,18.8,67.926
2020-05-10,6.8,28.2,17.0,78.07
2020-05-11,4.4,31.0,18.4,70.384
2020-05-12,0.0,29.5,17.2,74.438
2020-05-13,22.9,30.4,16.3,69.492
2020-05-14,12.8,31.5,18.4,69.774
2020-05-15,6.0,29.5,21.1,80.676
2020-05-16,20.5,31.0,18.7,78.714
2020-05-17,12.3,31.8,20.6,69.854
2020-05-18,0.01,31.6,20.5,68.196
2020-05-19,50.2,31.4,15.6,70.09
2020-05-20,0.9,31.0,17.0,69.544
2020-05-21,0.0,32.2,20.7,65.966
2020-05-22,0.0,30.4,23.3,79.756
2020-05-23,76.0,27.0,22.0,89.542
2020-05-24,10.8,31.5,20.5,80.85
2020-05-25,31.5,31.3,20.0,81.982
2020-05-26,19.8,30.2,20.1,85.238
2020-05-27,52.9,28.6,18.9,90.064
2020-05-28,19.5,30.0,18.2,68.366
2020-05-29,3.4,28.2,18.1,80.198
2020-05-30,0.2,28.7,18.5,71.892
2020-05-31,0.4,27.6,21.1,86.038
2020-06-01,2.0,29.5,20.7,86.638
2020-06-02,0.01,30.8,19.9,83.206
2020-06-03,5.2,30.4,20.3,82.978
2020-06-04,10.9,27.7,19.2,74.574
2020-06-05,6.2,26.2,19.7,82.702
2020-06-06,19.1,23.5,19.7,92.028
2020-06-07,35.5,30.2,20.2,80.54
2020-06-08,54.6,32.4,19.2,73.886
2020-06-09,101.2,31.9,20.8,73.294
2020-06-10,0.0,32.4,23.9,75.386
2020-06-11,0.01,32.4,23.7,72.146
2020-06-12,8.6,32.5,22.3,75.52
2020-06-13,2.6,32.4,22.7,72.63
2020-06-14,11.0,33.2,22.3,71.298
2020-06-15,60.8,31.8,22.4,83.726
2020-06-16,23.6,30.4,22.5,81.47
2020-06-17,18.6,33.0,22.0,76.542
2020-06-18,12.7,32.4,23.7,79.198
2020-06-19,47.7,30.4,22.5,85.644
2020-06-20,74.0,24.4,22.5,96.49
2020-06-21,32.8,30.5,22.0,83.328
2020-06-22,6.5,28.6,22.5,89.038
2020-06-23,11.7,32.0,23.5,83.786
2020-06-24,2.6,33.0,22.7,75.62
2020-06-25,0.01,27.9,24.2,87.03
2020-06-26,4.5,31.3,23.0,81.604
2020-06-27,82.9,31.4,21.8,82.716
2020-06-28,19.4,28.4,23.0,90.418
2020-06-29,41.0,30.5,22.0,85.27
2020-06-30,39.8,31.4,22.1,79.514
2020-07-01,0.0,32.8,23.7,70.756
2020-07-02,0.01,33.9,24.6,74.374
2020-07-03,48.5,27.5,22.5,91.234
2020-07-04,34.8,31.7,22.7,81.042
2020-07-05,0.1,32.9,23.5,76.03
2020-07-06,28.7,31.9,22.5,79.992
2020-07-07,33.8,28.0,22.7,88.75
2020-07-08,3.6,33.1,23.6,78.572
2020-07-09,132.5,30.1,22.9,91.146
2020-07-10,140.0,27.7,22.2,91.598
2020-07-11,16.7,30.6,22.3,84.7
2020-07-12,140.0,30.1,22.0,86.72
2020-07-13,33.7,28.0,23.0,91.334
2020-07-14,26.8,28.2,22.5,89.684
2020-07-15,23.3,33.0,22.7,74.896
2020-07-16,2.2,33.2,23.0,76.608
2020-07-17,20.9,31.9,23.0,83.714
2020-07-18,15.7,28.8,22.8,85.572
2020-07-19,37.7,25.5,22.3,94.474
2020-07-20,97.5,24.9,22.5,96.114
2020-07-21,118.7,29.2,21.5,82.66
2020-07-22,8.8,31.2,22.2,80.286
2020-07-23,51.9,29.2,22.4,89.41
2020-07-24,58.3,28.4,21.5,90.26
2020-07-25,0.7,30.5,23.6,81.454
2020-07-26,0.5,31.1,23.4,78.858
2020-07-27,140.0,28.2,22.3,91.194
2020-07-28,6.9,27.0,23.2,92.262
2020-07-29,90.6,30.6,22.0,81.23
2020-07-30,0.6,28.5,22.7,82.516
2020-07-31,58.8,28.8,22.4,85.502
2020-08-01,96.7,29.0,22.5,88.398
2020-08-02,8.2,32.5,23.4,79.82
2020-08-03,0.0,33.0,24.5,79.728
2020-08-04,0.7,34.7,23.3,71.44
2020-08-05,53.0,32.2,21.8,81.06
2020-08-06,23.0,32.5,23.2,78.068
2020-08-07,3.1,33.4,24.0,77.558
2020-08-08,1.1,27.2,23.7,87.58
2020-08-09,5.7,30.9,23.0,83.602
2020-08-10,136.8,31.3,22.5,81.274
2020-08-11,45.6,30.2,22.8,86.69
2020-08-12,54.7,29.1,23.2,89.804
2020-08-13,24.0,31.9,22.8,79.064
2020-08-14,5.2,33.4,23.5,76.296
2020-08-15,140.0,30.8,21.8,85.464
2020-08-16,5.9,30.5,23.2,81.332
2020-08-17,1.6,31.1,23.9,81.676
2020-08-18,16.8,26.1,23.2,93.48
2020-08-19,17.2,30.1,23.2,87.358
2020-08-20,0.3,33.0,23.2,79.44
2020-08-21,10.6,30.6,21.6,79.462
2020-08-22,0.01,31.4,23.4,82.2
2020-08-23,30.0,32.4,21.7,78.256
2020-08-24,78.5,31.8,22.0,81.798
2020-08-25,65.3,32.5,22.8,80.604
2020-08-26,0.0,32.0,23.8,80.294
2020-08-27,1.5,32.1,22.5,76.434
2020-08-28,4.0,31.1,22.6,82.208
2020-08-29,7.5,31.9,22.5,78.022
2020-08-30,1.4,32.8,22.8,75.218
2020-08-31,25.7,32.2,23.8,83.884
2020-09-01,127.5,32.0,23.0,81.672
2020-09-02,60.1,31.5,22.2,86.018
2020-09-03,23.2,31.0,22.8,84.25
2020-09-04,0.0,31.4,23.2,79.754
2020-09-05,140.0,31.4,22.7,81.788
2020-09-06,39.3,30.5,22.5,85.348
2020-09-07,31.2,30.5,23.4,89.02
2020-09-08,123.0,29.5,22.2,87.088
2020-09-09,60.3,27.5,22.4,91.436
2020-09-10,48.6,30.7,22.1,85.118
2020-09-11,102.5,29.5,21.8,95.132
2020-09-12,9.5,32.1,22.4,80.984
2020-09-13,5.7,30.0,22.2,86.588
2020-09-14,26.7,29.5,22.2,90.25
2020-09-15,140.0,26.0,22.0,95.176
2020-09-16,60.5,26.3,21.6,92.356
2020-09-17,90.1,28.0,21.9,91.206
2020-09-18,49.3,26.8,21.7,92.346
2020-09-19,9.0,30.9,21.8,84.686
2020-09-20,0.0,33.5,22.6,78.03
2020-09-21,0.0,33.0,22.4,80.206
2020-09-22,17.9,30.6,22.0,83.764
2020-09-23,48.0,23.0,21.8,97.342
2020-09-24,84.5,22.9,20.0,97.786
2020-09-25,12.2,29.4,20.0,87.432
2020-09-26,95.2,30.8,21.0,80.878
2020-09-27,0.1,30.9,21.1,77.302
2020-09-28,0.2,31.0,20.4,75.122
2020-09-29,0.0,30.6,21.3,77.66
2020-09-30,0.1,30.9,21.4,80.47
2020-10-01,5.6,30.8,21.2,78.772
2020-10-02,0.0,31.2,21.5,82.508
2020-10-03,15.2,30.5,21.0,80.346
2020-10-04,18.8,29.7,20.0,80.726
2020-10-05,0.0,31.0,21.4,75.26
2020-10-06,5.3,30.9,20.4,77.504
2020-10-07,0.0,30.7,21.0,72.698
2020-10-08,0.0,30.5,19.4,73.274
2020-10-09,0.0,30.1,18.6,70.176
2020-10-10,0.0,30.5,18.5,73.458
2020-10-11,0.0,30.5,18.5,74.698
2020-10-12,0.0,30.5,20.4,77.304
2020-10-13,0.0,30.4,20.4,78.336
2020-10-14,0.0,30.4,20.0,78.554
2020-10-15,0.0,30.9,20.1,76.444
2020-10-16,0.0,31.5,20.5,73.848
2020-10-17,0.0,30.5,20.1,75.202
2020-10-18,0.0,30.5,19.8,76.418
2020-10-19,0.0,30.0,20.5,81.238
2020-10-20,6.1,29.6,19.4,75.132
2020-10-21,0.0,28.6,17.5,73.968
2020-10-22,0.0,28.4,16.8,73.12
2020-10-23,0.0,28.8,16.7,75.38
2020-10-24,0.0,28.7,17.0,73.932
2020-10-25,0.0,29.4,18.2,72.438
2020-10-26,0.0,29.4,18.4,69.796
2020-10-27,0.0,28.5,16.5,65.902
2020-10-28,0.0,28.5,14.2,63.826
2020-10-29,0.0,29.4,13.6,62.854
2020-10-30,0.0,30.2,12.6,62.122
2020-10-31,0.0,30.0,14.4,63.87
2020-11-01,0.0,29.0,14.9,67.242
2020-11-02,0.0,29.0,16.1,74.996
2020-11-03,0.0,29.0,17.0,73.138
2020-11-04,0.0,27.6,14.8,73.884
2020-11-05,0.0,26.2,13.7,73.18
2020-11-06,0.0,25.1,13.3,76.322
2020-11-07,0.0,25.1,14.5,74.0
2020-11-08,0.0,26.2,13.2,73.464
2020-11-09,0.0,27.0,12.1,65.4
2020-11-10,0.0,26.5,11.2,67.738
2020-11-11,0.0,27.6,10.0,65.18
2020-11-12,0.0,27.1,10.7,65.438
2020-11-13,0.0,26.7,11.2,67.906
2020-11-14,0.0,26.5,11.4,69.942
2020-11-15,0.0,27.0,12.2,67.058
2020-11-16,0.0,24.6,13.6,76.312
2020-11-17,0.0,24.5,8.7,70.346
2020-11-18,0.0,24.2,9.5,68.698
2020-11-19,0.0,24.2,10.2,71.834
2020-11-20,0.0,24.5,10.8,70.498
2020-11-21,0.0,23.7,10.4,70.334
2020-11-22,0.0,22.7,9.6,73.766
2020-11-23,0.0,22.2,9.8,74.838
2020-11-24,0.0,22.5,9.5,73.988
2020-11-25,0.0,21.2,10.3,79.498
2020-11-26,0.0,21.8,11.0,80.512
2020-11-27,0.0,24.0,10.5,72.37
2020-11-28,0.0,24.0,9.2,71.358
2020-11-29,0.0,24.4,8.4,71.202
2020-11-30,0.0,24.2,9.3,71.304
2020-12-01,0.0,24.9,9.5,68.126
2020-12-02,0.0,23.9,9.3,67.94
2020-12-03,0.0,23.2,10.3,72.928
2020-12-04,0.0,22.7,12.0,76.008
2020-12-05,0.0,22.7,11.4,81.724
2020-12-06,0.0,22.8,11.4,79.042
2020-12-07,0.0,22.2,11.4,79.37
2020-12-08,0.0,22.0,12.8,80.184
2020-12-09,0.0,21.9,10.8,84.548
2020-12-10,0.0,20.9,10.5,85.466
2020-12-11,0.0,17.6,12.0,87.314
2020-12-12,0.0,19.4,13.5,86.36
2020-12-13,0.0,20.8,8.8,84.374
2020-12-14,0.0,20.6,7.6,84.022
2020-12-15,0.0,21.2,7.1,80.648
2020-12-16,0.0,21.1,6.8,76.638
2020-12-17,0.0,20.4,6.6,74.532
2020-12-18,0.0,18.8,6.4,79.31
2020-12-19,0.0,18.0,5.2,79.9
2020-12-20,0.0,20.9,8.7,72.322
2020-12-21,0.0,21.2,6.0,73.314
2020-12-22,0.0,21.5,6.3,68.594
2020-12-23,0.0,21.2,7.1,75.752
2020-12-24,0.0,21.2,6.3,73.316
2020-12-25,0.0,21.2,6.4,74.77
