Date,Precipitation(mm),Max Temperature,Min Temperature,Relative Humidity
02/02/2016 3:00,0,15,5.2,74.8
03/02/2016 3:00,0,15.5,5,64.15
04/02/2016 3:00,0,14,5.5,86.35
05/02/2016 3:00,0,15.5,6.5,78.9
06/02/2016 3:00,0,14.6,6.5,77.75
07/02/2016 3:00,0,17.5,6.5,53.4
08/02/2016 3:00,1.2,15,7,81.05
09/02/2016 3:00,3.5,16,6.3,77.8
10/02/2016 3:00,0,15.6,8,83.3
11/02/2016 3:00,0,16,6.8,70.1
12/02/2016 3:00,0,16.5,5.2,58
13/02/2016 3:00,0,17.5,6,51.35
14/02/2016 3:00,0,18.5,6.5,34.35
15/02/2016 3:00,0,19,7,43.35
16/02/2016 3:00,0,19,7.8,44.95
17/02/2016 3:00,0,20,8,43.3
18/02/2016 3:00,0,21.5,9.3,40
19/02/2016 3:00,0,21.5,11.5,50.4
20/02/2016 3:00,0,21,13,63.45
21/02/2016 3:00,0,21,10,60.35
22/02/2016 3:00,0,20.5,10,67.75
23/02/2016 3:00,0,18,9.5,90.3
24/02/2016 3:00,0,16,9,92.3
25/02/2016 3:00,0.7,17.5,7.6,69.4
26/02/2016 3:00,0,17,9.2,78.85
27/02/2016 3:00,2,18,9.5,63.2
28/02/2016 3:00,3.7,19,10,63.35
29/02/2016 3:00,0.2,20,9.3,53.55
01/03/2016 3:00,0,20,9,49.15
02/03/2016 3:00,0,20,9.5,60.95
03/03/2016 3:00,2,20.2,9.5,90.7
04/03/2016 3:00,6.2,20,11,69.55
05/03/2016 3:00,2.4,20,9,58.65
06/03/2016 3:00,16.5,19.5,10.5,60.5
07/03/2016 3:00,1,20.5,9,71.9
08/03/2016 3:00,0,21,11.5,53.55
09/03/2016 3:00,0,22,10,54.3
10/03/2016 3:00,0,22,11,48.35
11/03/2016 3:00,0,22.2,11.6,54.95
12/03/2016 3:00,0,21,12,62.85
13/03/2016 3:00,0,19.5,11.5,66.2
14/03/2016 3:00,0.4,21,9,89.3
15/03/2016 3:00,0.2,20,6.5,61.55
16/03/2016 3:00,0,21,8.5,42.05
17/03/2016 3:00,0,20.8,10,55.05
18/03/2016 3:00,0,21.5,10,52.85
19/03/2016 3:00,0,22,11.6,55.45
20/03/2016 3:00,0,22,12,54.05
21/03/2016 3:00,0,21.5,11.5,67.85
22/03/2016 3:00,0,21.6,10,69.35
23/03/2016 3:00,0,21.6,10.2,49.2
24/03/2016 3:00,0,21.5,12.2,54.55
25/03/2016 3:00,0,22,12.5,60.05
26/03/2016 3:00,0,22,14,61.6
27/03/2016 3:00,0,20.5,11.5,83.45
28/03/2016 3:00,14,21,11.5,58.75
29/03/2016 3:00,3.5,21.5,9.5,49.2
30/03/2016 3:00,0,21.4,2.5,69.45
31/03/2016 3:00,46,21,9.5,75.6
01/04/2016 3:00,16,19.5,12.3,79.85
02/04/2016 3:00,0.2,16,13,97.65
03/04/2016 3:00,9,19,13.4,85.4
04/04/2016 3:00,0,21.5,13.7,76.6
05/04/2016 3:00,0,23.4,14.5,89.2
06/04/2016 3:00,4.2,24.5,14.5,54.85
07/04/2016 3:00,0,25.5,14.6,45.4
08/04/2016 3:00,0,25.2,13.4,36.6
09/04/2016 3:00,0,25.5,13.6,37.35
10/04/2016 3:00,0,26,14.6,33.8
11/04/2016 3:00,0,26.1,15.5,26.45
12/04/2016 3:00,0,24,16,34.1
13/04/2016 3:00,0,23.6,14.6,41.55
14/04/2016 3:00,0,24.2,13.5,44.4
15/04/2016 3:00,0,25,14.3,43.2
16/04/2016 3:00,0,24,15.6,56.65
17/04/2016 3:00,0,22.2,16,78.65
18/04/2016 3:00,0,24.5,13,70.5
19/04/2016 3:00,10.7,24.5,12.7,58.8
20/04/2016 3:00,0,26.5,16.4,56.3
21/04/2016 3:00,0,26,16,57.5
22/04/2016 3:00,0,25.5,15.6,48.6
23/04/2016 3:00,0,26.5,15.5,37.8
24/04/2016 3:00,0,26,14,26.15
25/04/2016 3:00,0,25.6,14.5,28.4
26/04/2016 3:00,0,26.5,15.5,29.2
27/04/2016 3:00,0,24.7,14.8,31.45
28/04/2016 3:00,0,25.6,15,31.45
29/04/2016 3:00,0,27,15.2,18.65
30/04/2016 3:00,0,26.5,15.4,22
